Region,Fecha,Inversion
BioBio,2018-07-01,1902791998
Ñuble,2019-01-01,532074860
Ñuble,2019-01-01,311041460
Ñuble,2019-01-01,21265000
Ñuble,2019-01-01,160560957
Ñuble,2019-01-01,581426623
Ñuble,2019-01-01,169782861
Ñuble,2019-01-01,206487789
Ñuble,2019-01-01,1268009435
Ñuble,2019-01-01,1813463813
Ñuble,2019-01-01,1519826214
Ñuble,2019-01-01,54026000
Ñuble,2019-01-01,59703
Ñuble,2019-01-01,366407
Ñuble,2019-01-01,29581927
Ñuble,2019-01-01,245190000
Ñuble,2019-01-01,100717244
Ñuble,2019-01-01,3257223978
Ñuble,2019-01-01,24843502
Ñuble,2019-07-01,2027591504
Ñuble,2019-07-01,70898
Ñuble,2019-07-01,10229999
Ñuble,2019-07-01,849284249
Ñuble,2019-07-01,3640687514
Ñuble,2019-07-01,602203339
Ñuble,2019-07-01,387931978
Ñuble,2019-07-01,49963434
Ñuble,2019-07-01,57522141
Ñuble,2019-07-01,12995737
Ñuble,2019-07-01,36252483
Ñuble,2019-07-01,99196731
Ñuble,2019-07-01,1006429354
Ñuble,2019-07-01,75245904
Ñuble,2019-07-01,14275959
Ñuble,2019-07-01,15778329
Ñuble,2019-07-01,616540530
Ñuble,2019-07-01,4416674021
BioBio,2019-07-01,138064
BioBio,2019-07-01,12532402
BioBio,2019-07-01,55972
BioBio,2019-07-01,14297500
BioBio,2019-07-01,1526751957
BioBio,2019-07-01,141795
BioBio,2019-07-01,96910652
BioBio,2019-07-01,420057281
BioBio,2019-07-01,866589177
BioBio,2019-07-01,146298430
BioBio,2019-07-01,2671567481
BioBio,2019-07-01,35646588
BioBio,2019-07-01,57296699
BioBio,2019-07-01,12946818
BioBio,2019-07-01,27648757
BioBio,2019-07-01,64921704
BioBio,2019-07-01,4747555020
BioBio,2019-07-01,5335767034
BioBio,2019-07-01,140988
BioBio,2019-07-01,46827092
BioBio,2019-07-01,52195403
BioBio,2019-07-01,57390980
BioBio,2019-07-01,26777
BioBio,2019-07-01,2504383
BioBio,2019-07-01,662974417
BioBio,2019-07-01,9748058237
BioBio,2019-07-01,1109537647
BioBio,2019-07-01,92751
BioBio,2019-07-01,162640000
BioBio,2019-07-01,100272214
BioBio,2019-07-01,200000
BioBio,2019-07-01,35981987
BioBio,2019-07-01,185937167
BioBio,2019-07-01,5831886194
BioBio,2019-07-01,570228189
BioBio,2019-07-01,48679730
BioBio,2019-07-01,128756018
BioBio,2019-07-01,2842432444
BioBio,2019-07-01,2907892249
BioBio,2019-07-01,133975476
BioBio,2019-07-01,1435408231
BioBio,2019-07-01,45733163
BioBio,2019-07-01,11765129667
BioBio,2019-07-01,231230000
BioBio,2019-07-01,18808695
BioBio,2019-07-01,9518524117
BioBio,2019-07-01,5036331121
BioBio,2019-07-01,2495995350
BioBio,2019-07-01,1119543873
BioBio,2019-07-01,2304867942
BioBio,2019-07-01,116879999
BioBio,2019-07-01,67166
BioBio,2019-07-01,330952110
BioBio,2019-07-01,902255336
BioBio,2019-07-01,7711579723
BioBio,2019-07-01,1418563510
BioBio,2019-07-01,157150
BioBio,2019-07-01,1035557872
BioBio,2019-07-01,17329999
BioBio,2019-07-01,775799979
BioBio,2019-07-01,63434
BioBio,2019-07-01,8700000
BioBio,2019-07-01,1545428355
BioBio,2019-07-01,240833017
BioBio,2019-07-01,3873688093
BioBio,2019-07-01,67166
BioBio,2019-07-01,392978331
BioBio,2019-07-01,163689135
BioBio,2019-07-01,237558593
BioBio,2019-07-01,82099838
BioBio,2019-07-01,209999808
BioBio,2019-07-01,120053064
BioBio,2019-07-01,11035537
BioBio,2019-07-01,365107390
BioBio,2019-07-01,11426136
BioBio,2019-07-01,994639577
BioBio,2019-07-01,20295843
BioBio,2019-07-01,821795054
BioBio,2019-07-01,83624691
BioBio,2019-07-01,862750
BioBio,2019-07-01,95713440
BioBio,2019-07-01,533468669
BioBio,2019-07-01,57960661
BioBio,2019-07-01,20457046
BioBio,2019-07-01,398814469
BioBio,2019-07-01,1125143493
BioBio,2019-07-01,38000000
BioBio,2019-07-01,677226444
BioBio,2019-07-01,1889297298
BioBio,2019-07-01,5902264
BioBio,2019-07-01,1265505040
BioBio,2019-07-01,753890718
BioBio,2019-07-01,3207588542
BioBio,2019-07-01,343285129
BioBio,2019-07-01,3377148832
BioBio,2019-07-01,8131182577
Ñuble,2020-01-01,81897420
Ñuble,2020-01-01,30069025
Ñuble,2020-01-01,2005943247
Ñuble,2020-01-01,426086984
Ñuble,2020-01-01,62081000
Ñuble,2020-01-01,383082000
Ñuble,2020-01-01,2152796348
Ñuble,2020-01-01,255879758
Ñuble,2020-01-01,513112418
Ñuble,2020-01-01,358055797
Ñuble,2020-01-01,105461818
Ñuble,2020-01-01,16093137
Ñuble,2020-01-01,8617326
Ñuble,2020-01-01,457951167
Ñuble,2020-01-01,2876434905
Ñuble,2020-01-01,72586800
Ñuble,2020-01-01,10874372
Ñuble,2020-01-01,3068366607
Ñuble,2020-01-01,76756210
Ñuble,2020-01-01,15977855
Ñuble,2020-01-01,72859
Ñuble,2020-01-01,40788659
Ñuble,2020-01-01,5065256217
Ñuble,2020-01-01,141884
Ñuble,2020-01-01,1757051005
Ñuble,2020-01-01,685820710
Ñuble,2020-01-01,3785437255
Ñuble,2020-01-01,72859
Ñuble,2020-07-01,332135359
Ñuble,2020-07-01,61355
Ñuble,2020-07-01,61355
Ñuble,2020-07-01,58628
Ñuble,2020-07-01,76694
Ñuble,2020-07-01,61172295
Ñuble,2020-07-01,387443952
Ñuble,2020-07-01,418034434
Ñuble,2020-07-01,32550000
Ñuble,2020-07-01,1884382
Ñuble,2020-07-01,362002420
Ñuble,2020-07-01,425279345
Ñuble,2020-07-01,679160969
Ñuble,2020-07-01,383579160
Ñuble,2020-07-01,552777479
Ñuble,2020-07-01,451111681
Ñuble,2020-07-01,478693178
Ñuble,2020-07-01,1349123527
Ñuble,2020-07-01,115135652
Ñuble,2020-07-01,7327267
Ñuble,2020-07-01,64424571
Ñuble,2020-07-01,529713036
Ñuble,2020-07-01,9324250
BioBio,2020-07-01,269628000
BioBio,2020-07-01,91200000
BioBio,2020-07-01,50215739
BioBio,2020-07-01,7169293414
BioBio,2020-07-01,51129000
BioBio,2020-07-01,621604031
BioBio,2020-07-01,770850846
BioBio,2020-07-01,1529669333
BioBio,2020-07-01,362295764
BioBio,2020-07-01,88871805
BioBio,2020-07-01,11230726
BioBio,2020-07-01,625564530
BioBio,2020-07-01,197522990
BioBio,2020-07-01,758118914
BioBio,2020-07-01,3939762142
BioBio,2020-07-01,1081365
BioBio,2020-07-01,104828606
BioBio,2020-07-01,62494470
BioBio,2020-07-01,14399998
BioBio,2020-07-01,5952144877
BioBio,2020-07-01,457525614
BioBio,2020-07-01,43757086
BioBio,2020-07-01,7991684
BioBio,2020-07-01,92214670
BioBio,2020-07-01,270490000
BioBio,2020-07-01,516419174
BioBio,2020-07-01,383765
BioBio,2020-07-01,7428473184
BioBio,2020-07-01,10061452
BioBio,2020-07-01,102821168
BioBio,2020-07-01,495721254
BioBio,2020-07-01,99298980
BioBio,2020-07-01,89277784
BioBio,2020-07-01,11166292536
BioBio,2020-07-01,11562038
BioBio,2020-07-01,10231437735
BioBio,2020-07-01,16989783
BioBio,2020-07-01,273839538
BioBio,2020-07-01,1762380487
BioBio,2020-07-01,2520081866
BioBio,2020-07-01,350860000
BioBio,2020-07-01,5731873542
BioBio,2020-07-01,3585680344
BioBio,2020-07-01,2620322189
BioBio,2020-07-01,1299243049
BioBio,2020-07-01,25850322
BioBio,2020-07-01,2548012546
BioBio,2020-07-01,43911870
BioBio,2020-07-01,342663071
BioBio,2020-07-01,8461616344
BioBio,2020-07-01,145967578
BioBio,2020-07-01,1430210726
BioBio,2020-07-01,897020339
BioBio,2020-07-01,40670483
BioBio,2020-07-01,200505972
BioBio,2020-07-01,73967
BioBio,2020-07-01,120854
BioBio,2020-07-01,500000
BioBio,2020-07-01,2882847
BioBio,2020-07-01,663054941
BioBio,2020-07-01,1209969036
BioBio,2020-07-01,12464526
BioBio,2020-07-01,969357345
BioBio,2020-07-01,697045711
BioBio,2020-07-01,1365469703
BioBio,2020-07-01,570894550
BioBio,2020-07-01,69025
BioBio,2020-07-01,61355
BioBio,2020-07-01,41387628
BioBio,2020-07-01,728240409
BioBio,2020-07-01,686778981
BioBio,2020-07-01,1363022154
BioBio,2020-07-01,1133937940
BioBio,2020-07-01,169143160
BioBio,2020-07-01,65189
BioBio,2020-07-01,2809655426
BioBio,2020-07-01,87345608
BioBio,2020-07-01,128162392
BioBio,2020-07-01,552790712
BioBio,2020-07-01,73982997
BioBio,2020-07-01,431173312
BioBio,2020-07-01,27587455
BioBio,2020-07-01,367758050
BioBio,2020-07-01,16743735
BioBio,2020-07-01,17226992
BioBio,2020-07-01,103042242
BioBio,2020-07-01,146868759
BioBio,2020-07-01,664867944
BioBio,2020-07-01,380000000
BioBio,2020-07-01,713303927
BioBio,2020-07-01,142800000
BioBio,2020-07-01,604387024
BioBio,2020-07-01,83107364
BioBio,2020-07-01,92412396
BioBio,2020-07-01,605138021
BioBio,2020-07-01,7027272663
BioBio,2020-07-01,245531928
BioBio,2020-07-01,5846444510
BioBio,2020-07-01,501177551
