user,tipo_informe,num_informe,fecha_update,mes,region,provincia,comuna,tipo_alerta,motivo_alerta,num_cierre,fecha_cierre,alert_code,detalle
VMT,Técnico,005,01/01/2017,Enero,Arica y Parinacota,-,-,Hidrometeorológica,Precipitaciones estivales altiplánicas,005-A,10/01/2017,3,Precipitaciones estivales altiplánicas
VMT,Técnico,010,02/01/2017,Enero,Los Lagos,Llanquihue,-,Hidrometeorológica,Tormentas eléctricas,010-A,04/01/2017,2,Tormentas eléctricas
VMT,Técnico,010,02/01/2017,Enero,Los Lagos,Chiloé,-,Hidrometeorológica,Tormentas eléctricas,010-A,04/01/2017,2,Tormentas eléctricas
VMT,Técnico,010,02/01/2017,Enero,Los Lagos,Palena,-,Hidrometeorológica,Tormentas eléctricas,010-A,04/01/2017,2,Tormentas eléctricas
VMT,Técnico,014,02/01/2017,Enero,Aysén,Aysén,-,Hidrometeorológica,Tormentas eléctricas,014-A,04/01/2017,2,Tormentas eléctricas
VMT,Técnico,014,02/01/2017,Enero,Aysén,Coyhaique,-,Hidrometeorológica,Tormentas eléctricas,014-A,04/01/2017,2,Tormentas eléctricas
VMT,Técnico,015,02/01/2017,Enero,Biobío,-,Chillán Viejo,Forestal,Incendio forestal,015-A,02/01/2017,1,Incendio forestal
VMT,Técnico,015,02/01/2017,Enero,Biobío,Ñuble,-,Forestal,Incendio forestal,015-A,02/01/2017,2,Incendio forestal
NSP,Técnico,015-A,02/01/2017,Enero,Biobío,-,-,Forestal,Incendio forestal,106-A,19/01/2017,3,Incendio forestal
PTB,Técnico,018,03/01/2017,Enero,O'Higgins,-,Chépica,Forestal,Incendio forestal,018-A,05/01/2017,1,Incendio forestal
VMT,Técnico,019,03/01/2017,Enero,O'Higgins,-,Pichidegua,Forestal,Incendio forestal,019-A,04/01/2017,1,Incendio forestal
VMT,Técnico,024,04/01/2017,Enero,O'Higgins,-,Navidad,Forestal,Incendio forestal,024-A,05/01/2017,1,Incendio forestal
VMT,Técnico,026,04/01/2017,Enero,Biobío,-,Chillán,Forestal,Incendio forestal,026-A,04/01/2017,1,Incendio forestal
VMT,Técnico,026,04/01/2017,Enero,Biobío,-,Chillán Viejo,Forestal,Incendio forestal,026-A,04/01/2017,1,Incendio forestal
VMT,Técnico,028,04/01/2017,Enero,O'Higgins,-,Litueche,Forestal,Incendio forestal,028-A,04/01/2017,1,Incendio forestal
VMT,Técnico,030,04/01/2017,Enero,Biobío,Concepción,-,Forestal,Incendio forestal,030-A,04/01/2017,2,Incendio forestal
NSP,Técnico,028-A,04/01/2017,Enero,O'Higgins,-,Litueche,Forestal,Incendio forestal,028-B,07/01/2017,1,Incendio forestal
PTB,Técnico,028-B,07/01/2017,Enero,O'Higgins,-,Litueche,Forestal,Incendio forestal,028-C,07/01/2017,1,Incendio forestal
PTB,Técnico,056,08/01/2017,Enero,Antofagasta,El Loa,-,Hidrometeorológica,Precipitaciones en precordillera y cordillera,056-H,20/01/2017,2,Precipitaciones en precordillera y cordillera
PTB,Técnico,056,08/01/2017,Enero,Antofagasta,-,Antofagasta,Hidrometeorológica,Precipitaciones en precordillera y cordillera,056-B,11/01/2017,1,Precipitaciones en precordillera y cordillera
NSP,Técnico,055-A,08/01/2017,Enero,Los Lagos,No value,No value,Hidrometeorológica,Precipitaciones,055-G,13/01/2017,2,Precipitaciones
CPL,Técnico,058,09/01/2017,Enero,O'Higgins,-,-,Forestal,Incendio forestal,58-A,15/01/2017,3,Incendio forestal
JVB,Técnico,060,09/01/2017,Enero,Maule,-,-,Forestal,Incendio forestal,060-B,17/01/2017,3,Incendio forestal
JVB,Técnico,061,09/01/2017,Enero,Magallanes,Última Esperanza,-,Hidrometeorológica,Sistema frontal,061-A,12/01/2017,2,Sistema frontal
JVB,Técnico,062,09/01/2017,Enero,O'Higgins,No value,No value,Forestal,Incendio forestal,062-B,11/01/2017,1,Incendio forestal
CPL,Técnico,067,10/01/2017,Enero,Aysén,-,Cochrane ,Hidrometeorológica,Vaciamiento del Lago Cachet II,067-A,12/01/2017,1,Vaciamiento del Lago Cachet II
CPL,Técnico,067,10/01/2017,Enero,Aysén,-,Tortel,Hidrometeorológica,Vaciamiento del Lago Cachet II,067-A,12/01/2017,1,Vaciamiento del Lago Cachet II
PTB,Técnico,005-A,10/01/2017,Enero,Arica y Parinacota,-,-,Hidrometeorológica,Precipitaciones en precordillera y cordillera,005-C,16/01/2017,3,Precipitaciones en precordillera y cordillera
PTB,Técnico,1103-A,10/01/2017,Enero,Tarapacá,-,-,Hidrometeorológica,Precipitaciones en precordillera y cordillera,1103-D,23/01/2017,3,Precipitaciones en precordillera y cordillera
PTB,Técnico,056-B,11/01/2017,Enero,Antofagasta,El Loa,-,Hidrometeorológica,Precipitaciones en precordillera y cordillera,056-C,13/01/2017,2,Precipitaciones en precordillera y cordillera
CPL,Técnico,073,12/01/2017,Enero,Maule,-,San Rafael,Forestal,Incendio forestal,073-A,14/01/2017,1,Incendio forestal
PTB,Técnico,074,12/01/2017,Enero,Maule,-,Parral,Forestal,Incendio forestal,074-A,14/01/2017,1,Incendio forestal
JVB,Técnico,076,13/01/2017,Enero,Magallanes,-,Torres del Paine,Hidrometeorológica,Viento fuerte,076-A,15/01/2017,1,Viento fuerte 
CPL,Técnico,056-C,13/01/2017,Enero,Antofagasta,El Loa,-,Hidrometeorológica,Precipitaciones en precordillera y cordillera,056-H,20/01/2017,2,Precipitaciones en precordillera y cordillera
CPL,Técnico,079,13/01/2017,Enero,Maule,-,Maule,Forestal,Incendio forestal,079-A,14/01/2017,1,Incendio forestal
CPL,Técnico,082,13/01/2017,Enero,O'Higgins,-,La Estrella,Forestal,Incendio forestal,082-A,13/01/2017,1,Incendio forestal
JVB,Técnico,90,14/01/2017,Enero,O'Higgins,Cardenal Caro,-,Forestal,Incendio forestal,90-A,14/01/2017,2,Incendio forestal
JVB,Técnico,91,14/01/2017,Enero,O'Higgins,No value,No value,Forestal,Incendio forestal,91-A,14/01/2017,1,Incendio forestal
JVB,Técnico,92,14/01/2017,Enero,O'Higgins,-,Las Cabras,Forestal,Incendio forestal,92-A,15/01/2017,1,Incendio forestal
JVB,Técnico,93,14/01/2017,Enero,O'Higgins,-,Doñihue,Forestal,Incendio forestal,93-A,15/01/2017,1,Incendio forestal
JVB,Técnico,90-A,14/01/2017,Enero,O'Higgins,Cardenal Caro,-,Forestal,Incendio forestal,090-B,16/01/2017,2,Incendio forestal
JVB,Técnico,91-A,14/01/2017,Enero,O'Higgins,-,Santa Cruz,Forestal,Incendio forestal,142-,20/01/2017,1,Incendio forestal
JVB,Técnico,91-C,14/01/2017,Enero,O'Higgins,-,Palmilla,Forestal,Incendio forestal,142-,20/01/2017,1,Incendio forestal
JVB,Técnico,91-C,14/01/2017,Enero,O'Higgins,-,Peralillo,Forestal,Incendio forestal,142-,20/01/2017,1,Incendio forestal
JVB,Técnico,96,15/01/2017,Enero,Los Lagos,Llanquihue,-,Hidrometeorológica,Precipitaciones y viento normal a moderado,096-A,17/01/2017,2,Precipitaciones y viento normal a moderado
JVB,Técnico,96,15/01/2017,Enero,Los Lagos,Chiloé,-,Hidrometeorológica,Precipitaciones y viento normal a moderado,096-A,17/01/2017,2,Precipitaciones y viento normal a moderado
JVB,Técnico,96,15/01/2017,Enero,Los Lagos,Palena,-,Hidrometeorológica,Precipitaciones y viento normal a moderado,096-A,17/01/2017,2,Precipitaciones y viento normal a moderado
JVB,Técnico,97,15/01/2017,Enero,Maule,-,Vichuquén,Forestal,Incendio forestal,097-C,07/02/2017,1,Incendio forestal
JVB,Técnico,98,15/01/2017,Enero,O'Higgins,-,-,Forestal,Incendio forestal,142-,20/01/2017,3,Incendio forestal
CPL,Técnico,005-C,16/01/2017,Enero,Arica y Parinacota,Parinacota,-,Hidrometeorológica,Precipitaciones,005-F,03/02/2017,2,Precipitaciones
CPL,Técnico,100,16/01/2017,Enero,Magallanes,No value,No value,Hidrometeorológica,Viento,100-A,18/01/2017,3,Viento
CPL,Técnico,101,16/01/2017,Enero,Magallanes,-,-,Forestal,Incendio forestal,101-A,06/02/2017,3,Incendio forestal
JVB,Técnico,102,16/01/2017,Enero,Biobío,-,Yumbel,Forestal,Incendio forestal,106,16/01/2017,1,Incendio forestal
JVB,Técnico,103,16/01/2017,Enero,Biobío,-,Hualpén,Forestal,Incendio forestal,106-A,19/01/2017,1,Incendio forestal
JVB,Técnico,104,16/01/2017,Enero,Biobío,-,Chillán,Forestal,Incendio forestal,104-B,17/01/2017,1,Incendio forestal
JVB,Técnico,106,16/01/2017,Enero,Biobío,-,Biobío,Forestal,Incendio forestal,106-A,19/01/2017,1,Incendio forestal
JVB,Técnico,060-B,17/01/2017,Enero,Maule,-,-,Forestal,Incendio forestal,060-C,12/02/2017,3,Incendio forestal
JVB,Técnico,110,17/01/2017,Enero,O'Higgins,-,Pumanque,Forestal,Incendio forestal,142-,20/01/2017,1,Incendio forestal
PTB,Técnico,112,07/01/2017,Enero,Maule,-,Hualañé,Forestal,Incendio forestal,097-C,07/02/2017,1,Incendio forestal
PTB,Técnico,113,18/01/2017,Enero,O'Higgins,-,Paredones,Forestal,Incendio forestal,118,18/01/2017,1,Incendio forestal
PTB,Técnico,113,18/01/2017,Enero,O'Higgins,-,Lolol,Forestal,Incendio forestal,117,18/01/2017,1,Incendio forestal
PTB,Técnico,114,18/01/2017,Enero,O'Higgins,-,Marchigue,Forestal,Incendio forestal,114-A,18/01/2017,1,Incendio forestal
CPL,Técnico,114-A,18/01/2017,Enero,O'Higgins,-,Marchigue,Forestal,Incendio forestal,142,20/01/2017,1,Incendio forestal
JVB,Técnico,117,18/01/2017,Enero,O'Higgins,Colchagua,-,Forestal,Incendio forestal,142,20/01/2017,2,Incendio forestal
JVB,Técnico,118,18/01/2017,Enero,O'Higgins,Cardenal Caro,-,Forestal,Incendio forestal,142,20/01/2017,2,Incendio forestal
CPL,Técnico,121-A,19/01/2017,Enero,O'Higgins,-,Nogales,Forestal,Incendio forestal,121-B,19/01/2017,1,Incendio forestal
JVB,Técnico,132,19/01/2017,Enero,O'Higgins,-,Paredones,Forestal,Incendio forestal,142,20/01/2017,1,Incendio forestal
JVB,Técnico,133,19/01/2017,Enero,Maule,-,Cauquenes,Forestal,Incendio forestal,133-A,03/02/2017,1,Incendio forestal
JVB,Técnico,134,19/01/2017,Enero,Maule,-,Constitución ,Forestal,Incendio forestal,134-A,21/01/2017,1,Incendio forestal
JVB,Técnico,106-A,19/01/2017,Enero,Biobío,-,-,Forestal,Incendio forestal,106-B,21/01/2017,1,Incendio forestal
PTB,Técnico,138,19/01/2017,Enero,Antofagasta,-,Antofagasta,Hidrometeorológica,Vientos y altas temperaturas,138-N,06/02/2017,1,Vientos y altas temperaturas
PTB,Técnico,138,19/01/2017,Enero,Antofagasta,-,Mejillones,Hidrometeorológica,Vientos y altas temperaturas,138-N,06/02/2017,1,Vientos y altas temperaturas
PTB,Técnico,138,19/01/2017,Enero,Antofagasta,-,Taltal,Hidrometeorológica,Vientos y altas temperaturas,138-N,06/02/2017,1,Vientos y altas temperaturas
PTB,Técnico,138,19/01/2017,Enero,Antofagasta,-,Tocopilla,Hidrometeorológica,Vientos y altas temperaturas,138-N,06/02/2017,1,Vientos y altas temperaturas
CPL,Técnico,118-A,20/01/2017,Enero,O'Higgins,Cardenal Caro,-,Forestal,Incendio forestal,142,20/01/2017,2,Incendio forestal
CPL,Técnico,140,20/01/2017,Enero,Maule,-,San Javier,Forestal,Incendio forestal,140-A,12/02/2017,1,Incendio forestal
JVB,Técnico,142,20/01/2017,Enero,O'Higgins,-,-,Forestal,Incendio forestal,142-E,03/02/2017,3,Incendio forestal
JVB,Técnico,145,20/01/2017,Enero,Los Lagos,Osorno,-,Forestal,Incendio forestal,145-C,16/02/2017,2,Incendio forestal
JVB,Técnico,145,20/01/2017,Enero,Los Lagos,Llanquihue,-,Forestal,Incendio forestal,145-C,16/02/2017,2,Incendio forestal
CPL,Técnico,153,21/01/2017,Enero,Biobío,-,Bulnes,Forestal,Incendio forestal,106-B,21/01/2017,1,Incendio forestal
CPL,Técnico,106-B,21/01/2017,Enero,Biobío,-,-,Forestal,Incendio forestal,106-C,04/02/2017,3,Incendio forestal
VMT,Técnico,156,21/01/2017,Enero,Antofagasta,No value,No value,Hidrometeorológica,Precipitaciones,156-C,30/01/2017,2,Precipitaciones
VMT,Técnico,156,21/01/2017,Enero,Antofagasta,No value,No value,Hidrometeorológica,precipitaciones,156-C,30/01/2017,1,Precipitaciones
CPL,Técnico,161,22/01/2017,Enero,Maule,-,Empedrado,Forestal,Incendio forestal,161-A,24/01/2017,1,Incendio forestal
CPL,Técnico,162,22/01/2017,Enero,Maule,-,Licantén,Forestal,Incendio forestal,097-C,07/02/2017,1,Incendio forestal
PTB,Técnico,163-B,23/01/2017,Enero,Atacama,-,Alto del Carmen,Hidrometeorológica,Inundación,163-E,06/02/2017,1,Inundación
PTB,Técnico,165,23/01/2017,Enero,Atacama,-,Diego de Almagro,Hidrometeorológica,Nevadas,165-A,24/01/2017,1,Nevadas
PTB,Técnico,165,23/01/2017,Enero,Atacama,-,Tierra Amarilla,Hidrometeorológica,Nevadas,165-A,24/01/2017,1,Nevadas
PTB,Técnico,165,23/01/2017,Enero,Atacama,-,Alto del Carmen,Hidrometeorológica,Nevadas,165-A,24/01/2017,1,Nevadas
JVB,Técnico,1103-D,23/01/2017,Enero,Tarapacá,Tamarugal,-,Hidrometeorológica,Precipitaciones,1103-F,15/02/2017,2,Precipitaciones en precordillera y cordillera
CPL,Técnico,161-A,24/01/2017,Enero,Maule,-,Empedrado,Forestal,Incendio forestal,161-C,12/02/2017,1,Vientos y altas temperaturas
CPL,Técnico,161-A,24/01/2017,Enero,Maule,-,Constitución ,Forestal,Incendio forestal,161-C,12/02/2017,1,Vientos y altas temperaturas
CPL,Técnico,165-A,24/01/2017,Enero,Atacama,No value,No value,Hidrometeorológica,Precipitaciones,165-C,06/02/2017,1,Precipitaciones
CPL,Técnico,165-A,24/01/2017,Enero,Atacama,-,Diego de Almagro,Hidrometeorológica,Precipitaciones,165-C,06/02/2017,1,Precipitaciones
CPL,Técnico,165-A,24/01/2017,Enero,Atacama,-,Tierra Amarilla,Hidrometeorológica,Precipitaciones,165-C,06/02/2017,1,Precipitaciones
CPL,Técnico,165-A,24/01/2017,Enero,Atacama,-,Alto del Carmen,Hidrometeorológica,Precipitaciones,165-C,06/02/2017,1,Precipitaciones
NSP,Técnico,188,26/01/2017,Enero,Maule,-,Curepto,Forestal,Incendio forestal,188-A,03/02/2017,1,Incendio forestal
NSP,Técnico,193,27/01/2017,Enero,Atacama,-,Copiapó,Hidrometeorológica,Altas temperaturas,193-A,06/02/2017,1,Altas temperaturas
NSP,Técnico,193,27/01/2017,Enero,Atacama,-,Vallenar,Hidrometeorológica,Altas temperaturas,193-A,06/02/2017,1,Altas temperaturas
CPL,ATR,***,27/01/2017,Enero,Atacama,-,Borde costero ,Marejadas,Marejadas anormales,***,04/02/2017,3,Marejadas anormales
CPL,ATR,***,27/01/2017,Enero,O'Higgins,-,Borde costero ,Marejadas,Marejadas anormales,***,04/02/2017,3,Marejadas anormales
CPL,ATR,***,27/01/2017,Enero,Maule,-,Borde costero ,Marejadas,Marejadas anormales,***,04/02/2017,3,Marejadas anormales
VMT,ATR,***,30/01/2017,Enero,Arica y Parinacota,-,Borde costero ,Marejadas,Marejadas anormales,***,04/02/2017,3,Marejadas anormales
VMT,ATR,***,30/01/2017,Enero,Tarapacá,-,Borde costero ,Marejadas,Marejadas anormales,***,04/02/2017,3,Marejadas anormales
VMT,ATR,***,30/01/2017,Enero,Antofagasta,-,Borde costero ,Marejadas,Marejadas anormales,***,04/02/2017,3,Marejadas anormales
VMT,ATR,***,30/01/2017,Enero,Biobío,-,Borde costero ,Marejadas,Marejadas anormales,***,04/02/2017,3,Marejadas anormales
VMT,ATR,***,30/01/2017,Enero,Los Lagos,-,Borde costero ,Marejadas,Marejadas anormales,***,04/02/2017,3,Marejadas anormales
VMT,Técnico,211,31/01/2017,Enero,Aysén,-,-,Otras alertas,Evento masivo,211-A,06/03/2017,3,Evento masivo
BCG,Técnico,215,01/02/2017,Febrero,Atacama,-,Copiapó,Otras alertas,Evento masivo,215-A,09/02/2017,1,Evento masivo
CPL,Técnico,142-E,03/02/2017,Febrero,O'Higgins,-,Navidad,Forestal,Incendio forestal,142-F,05/02/2017,1,Incendio forestal
CPL,Técnico,142-E,03/02/2017,Febrero,O'Higgins,-,-,Forestal,Incendio forestal,142-H,19/02/2017,3,Incendio forestal
PTB,Técnico,106-C,04/02/2017,Febrero,Biobío,Arauco,-,Forestal,Incendio forestal,106-F,06/02/2017,2,Incendio forestal
PTB,Técnico,106-C,04/02/2017,Febrero,Biobío,Biobío,-,Forestal,Incendio forestal,106-F,06/02/2017,2,Incendio forestal
PTB,Técnico,106-E,06/02/2017,Febrero,Biobío,Concepción,-,Forestal,Incendio forestal,106-G,17/02/2017,2,Incendio forestal
PTB,Técnico,106-E,06/02/2017,Febrero,Biobío,Ñuble,-,Forestal,Incendio forestal,106-G,17/02/2017,2,Incendio forestal
PTB,Técnico,106-F,06/02/2017,Febrero,Biobío,Arauco,-,Forestal,Incendio forestal,106-G,17/02/2017,2,Incendio forestal
PTB,Técnico,106-F,06/02/2017,Febrero,Biobío,Biobío,-,Forestal,Incendio forestal,106-G,17/02/2017,2,Incendio forestal
BCG,Técnico,238,07/02/2017,Febrero,Antofagasta,El Loa,-,Hidrometeorológica,Precipitaciones,238-A,09/02/2017,2,Precipitaciones
PTB,Técnico,240,07/02/2017,Febrero,Arica y Parinacota,Parinacota,-,Hidrometeorológica,Precipitaciones,240-A,21/02/2017,2,Precipitaciones
BCG,Técnico,240,07/02/2017,Febrero,Arica y Parinacota,-,Camarones,Hidrometeorológica,Precipitaciones,240-A,21/02/2017,1,Precipitaciones
PTB,Técnico,244,08/02/2017,Febrero,Arica y Parinacota,-,Arica,Otras alertas,Evento masivo,244-A,13/02/2017,1,Evento masivo
JVB,Técnico,250,11/02/2017,Febrero,O'Higgins,-,Machalí,Forestal,Incendio forestal,250-B,14/02/2017,1,Incendio forestal
JVB,Técnico,252,12/02/2017,Febrero,Antofagasta,El Loa,-,Hidrometeorológica,Precipitaciones,252-A,14/02/2017,2,Precipitaciones
CPL,Técnico,140-A,12/02/2017,Febrero,Maule,-,San Javier,Forestal,Incendio forestal,140-B,27/02/2017,1,Incendio forestal
CPL,Técnico,060-C,12/02/2017,Febrero,Maule,-,-,Forestal,Incendio forestal,060-F,27/03/2017,3,Incendio forestal
CPL,Técnico,060-C,12/02/2017,Febrero,Maule,-,Empedrado,Forestal,Incendio forestal,161-D,Vigente,1,Incendio forestal
CPL,Técnico,060-C,12/02/2017,Febrero,Maule,-,Constitución ,Forestal,Incendio forestal,161-E,16/03/2017,1,Incendio forestal
JVB,Técnico,254,13/02/2017,Febrero,Maule,-,Hualañé,Forestal,Incendio forestal,254-A,14/02/2017,1,Incendio forestal
JVB,Técnico,256,13/02/2017,Febrero,Magallanes,Última Esperanza,-,Forestal,Incendio forestal,256-A,16/02/2017,2,Incendio forestal
