user,tipo_informe,num_informe,fecha_update,mes,region,provincia,comuna,tipo_alerta,motivo_alerta,num_cierre,fecha_cierre,alert_code,detalle
BCG,Técnico,470-C,17/04/2017,Abril,O'Higgins,-,Codegua,Hidrometeorológica,Núcleo frío en altura,470-D,18/04/2017,1,Núcleo frío en altura
BCG,Técnico,470-C,17/04/2017,Abril,O'Higgins,-,Machalí,Hidrometeorológica,Núcleo frío en altura,470-D,18/04/2017,1,Núcleo frío en altura
BCG,Técnico,470-C,17/04/2017,Abril,O'Higgins,-,Rengo,Hidrometeorológica,Núcleo frío en altura,470-D,18/04/2017,1,Núcleo frío en altura
BCG,Técnico,470-C,17/04/2017,Abril,O'Higgins,-,San Fernando,Hidrometeorológica,Núcleo frío en altura,470-D,18/04/2017,1,Núcleo frío en altura
BCG,Técnico,470-C,17/04/2017,Abril,O'Higgins,-,Chimbarongo,Hidrometeorológica,Núcleo frío en altura,470-D,18/04/2017,1,Núcleo frío en altura
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,Teno,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,Romeral,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,Curicó,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,Molina,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,San Clemente,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,Colbún,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,Linares,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,Longaví,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,Retiro,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,472-A,18/04/2017,Abril,Maule,-,Parral,Hidrometeorológica,Sistema frontal,472-B,21/04/2017,1,Sistema frontal
PTB,Técnico,470-D,18/04/2017,Abril,O'Higgins,-,-,Hidrometeorológica,Sistema frontal,470-F,21/04/2017,3,Sistema frontal
PTB,Técnico,481,21/04/2017,Abril,Biobío,-,Alto Biobío,Volcánica,Actividad Volcán Copahue,560,04/06/2017,1,Actividad Volcán Copahue
NSP,Técnico,489,29/04/2017,Abril,Aysén,Capitán Prat,-,Hidrometeorológica,Precipitaciones,489-A,29/04/2017,2,Precipitaciones
NSP,Técnico,489-A,29/04/2017,Abril,Aysén,-,-,Hidrometeorológica,Sistema frontal,489-S,08/05/2017,3,Sistema frontal
JVB,Técnico,555,02/06/2017,Junio,Antofagasta,El Loa,-,Hidrometeorológica,Viento,555-A,03/06/2017,2,Viento
JVB,Técnico,555,02/06/2017,Junio,Antofagasta,-,Antofagasta,Hidrometeorológica,Viento,555-A,03/06/2017,1,Viento
JVB,Técnico,556,02/06/2017,Junio,Atacama,-,Diego de Almagro,Hidrometeorológica,Viento,556-A,03/06/2017,1,Viento
JVB,Técnico,556,02/06/2017,Junio,Atacama,-,Copiapó,Hidrometeorológica,Viento,556-A,03/06/2017,1,Viento
JVB,Técnico,556,02/06/2017,Junio,Atacama,-,Tierra Amarilla,Hidrometeorológica,Viento,556-A,03/06/2017,1,Viento
JVB,Técnico,556,02/06/2017,Junio,Atacama,-,Alto del Carmen,Hidrometeorológica,Viento,556-A,03/06/2017,1,Viento
JVB,Técnico,556-A,03/06/2017,Junio,Atacama,-,-,Hidrometeorológica,Evento hidrometeorologico,556-C,05/06/2017,3,Evento hidrometeorologico
JVB,Técnico,555-A,03/06/2017,Junio,Antofagasta,-,-,Hidrometeorológica,Evento hidrometeorologico,555-C,05/06/2017,3,Evento hidrometeorologico
NSP,Técnico,560,04/06/2017,Junio,Biobío,-,Alto Biobío,Volcánica,Actividad Volcán Copahue,744,06/09/2017,1,Actividad Volcán Copahue
NSP,Técnico,556-C,05/06/2017,Junio,Atacama,-,-,Hidrometeorológica,Evento hidrometeorologico,556-G,08/06/2017,3,Evento hidrometeorologico
NSP,Técnico,562,05/06/2017,Junio,Tarapacá,-,-,Hidrometeorológica,Evento hidrometeorologico,562-E,08/06/2017,3,Evento hidrometeorologico
NSP,Técnico,555-C,05/06/2017,Junio,Antofagasta,-,-,Hidrometeorológica,Evento hidrometeorologico,555-H,07/06/2017,3,Evento hidrometeorologico
NSP,Técnico,563,05/06/2017,Junio,Arica y Parinacota,-,-,Hidrometeorológica,Evento hidrometeorologico,563-A,08/06/2017,3,Evento hidrometeorologico
BCG,Técnico,564,06/06/2017,Junio,Aysén,-,-,Hidrometeorológica,Tormentas eléctricas,564-A,07/06/2017,3,Tormentas eléctricas
BCG,Técnico,565,06/06/2017,Junio,Los Lagos,-,-,Hidrometeorológica,Tormentas eléctricas,565-A,07/06/2017,3,Tormentas eléctricas
BCG,Técnico,566,06/06/2017,Junio,O'Higgins,-,Las Cabras,Forestal,Incendio forestal,566-A,06/06/2017,1,Incendio forestal
BCG,Técnico,555-H,07/06/2017,Junio,Antofagasta,Antofagasta,-,Hidrometeorológica,Evento hidrometeorologico,555-J,07/06/2017,2,Evento hidrometeorologico
BCG,Técnico,555-I,07/06/2017,Junio,Antofagasta,El Loa,-,Hidrometeorológica,Evento hidrometeorologico,555-J,07/06/2017,2,Evento hidrometeorologico
BCG,Técnico,555-I,07/06/2017,Junio,Antofagasta,Tocopilla,-,Hidrometeorológica,Evento hidrometeorologico,555-J,07/06/2017,2,Evento hidrometeorologico
NSP,Técnico,555-J,07/06/2017,Junio,Antofagasta,-,-,Hidrometeorológica,Evento hidrometeorologico,555-L,08/06/2017,3,Evento hidrometeorologico
NSP,Técnico,571,07/06/2017,Junio,Aysén,-,-,Hidrometeorológica,Sistema frontal,571-A,10/06/2017,3,Sistema frontal
NSP,Técnico,572,07/06/2017,Junio,Los Lagos,Chiloé ,-,Hidrometeorológica,Sistema frontal,572-B,10/06/2017,2,Sistema frontal
NSP,Técnico,572,07/06/2017,Junio,Los Lagos,Palena,-,Hidrometeorológica,Sistema frontal,572-B,10/06/2017,2,Sistema frontal
CPL,Técnico,579,11/06/2017,Junio,Magallanes,-,-,Hidrometeorológica,Chubascos de nieve y heladas,579-G,18/06/2017,3,Chubascos de nieve y heladas
CPL,Técnico,580,11/06/2017,Junio,O'Higgins,No value,No value,Hidrometeorológica,Sistema frontal,580-E,16/06/2017,3,Sistema frontal
CPL,Técnico,582,12/06/2017,Junio,Biobío,-,-,Hidrometeorológica,Sistema frontal,582-C,16/04/2017,3,Sistema frontal
CPL,Técnico,583,12/06/2017,Junio,Maule,-,-,Hidrometeorológica,Sistema frontal,583-C,17/06/2017,3,Sistema frontal
CPL,Técnico,584,12/06/2017,Junio,Los Lagos,-,-,Hidrometeorológica,Sistema frontal,584-J,18/08/2017,3,Sistema frontal
CPL,ATR,***,14/06/2017,Junio,Atacama,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Atacama,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,O'Higgins,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,O'Higgins,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,O'Higgins,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,O'Higgins,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Maule,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Maule,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Maule,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Maule,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Maule,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Maule,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
CPL,ATR,***,14/06/2017,Junio,Biobío,No value,No value,Marejadas,Marejadas anormales,***,18/06/2017,1,Marejadas anormales
BCG,Técnico,590,14/06/2017,Junio,Magallanes,-,-,Hidrometeorológica,Heladas,590-E,18/06/2017,3,Heladas
BCG,Técnico,591,14/06/2017,Junio,Atacama,-,Diego de Almagro,Hidrometeorológica,Viento,591-B,18/06/2017,3,Viento
BCG,Técnico,591,14/06/2017,Junio,Atacama,-,Copiapó,Hidrometeorológica,Viento,591-B,18/06/2017,3,Viento
BCG,Técnico,591,14/06/2017,Junio,Atacama,-,Tierra Amarilla,Hidrometeorológica,Viento,591-B,18/06/2017,3,Viento
BCG,Técnico,591,14/06/2017,Junio,Atacama,-,Alto del Carmen,Hidrometeorológica,Viento,591-B,18/06/2017,3,Viento
BCG,Técnico,592,14/06/2017,Junio,Antofagasta,-,-,Otras alertas,Varamiento de especies,592-A,19/07/2017,3,Varamiento de especies
BCG,Técnico,593,16/06/2017,Junio,Biobío,-,-,Hidrometeorológica,Inundación,593-A,18/06/2017,3,Inundación
VMT,Técnico,594,16/06/2017,Junio,Biobío,-,Los Álamos,Hidrometeorológica,Inundación,594-A,18/06/2017,1,Inundación
VMT,Técnico,594,16/06/2017,Junio,Biobío,-,Cañete ,Hidrometeorológica,Inundación,594-A,18/06/2017,1,Inundación
CPL,Técnico,595,16/06/2017,Junio,Aysén,-,-,Hidrometeorológica,Heladas,595-E,23/06/2017,3,Heladas
CPL,Técnico,580-E,16/06/2017,Junio,O'Higgins,-,-,Hidrometeorológica,Sistema frontal,580-G,21/06/2017,3,Sistema frontal
BCG,Técnico,582-C,16/06/2017,Junio,Biobío,-,-,Hidrometeorológica,Sistema frontal,582-M,27/06/2017,3,Sistema frontal
VMT,Técnico,606,20/06/2017,Junio,Maule,-,-,Hidrometeorológica,Sistema frontal,606-D,25/06/2017,3,Sistema frontal
VMT,Técnico,607,20/06/2017,Junio,Magallanes,-,-,Hidrometeorológica,Heladas,607-B,26/06/2017,3,Heladas
CPL,Técnico,580-G,21/06/2017,Junio,O'Higgins,-,-,Hidrometeorológica,Sistema frontal,580-U,28/06/2017,3,Sistema frontal
CPL,Técnico,608,21/06/2017,Junio,Los Lagos,-,-,Hidrometeorológica,Viento,608-C,23/06/2017,3,Viento
CPL,Técnico,609,22/06/2017,Junio,Magallanes,-,Cabo de Hornos,Hidrometeorológica,Nevadas,609-A,24/06/2017,1,Nevadas
CPL,ATR,***,22/06/2017,Junio,Arica y Parinacota,-,Arica,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Arica y Parinacota,-,Camarones,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Tarapacá,-,Huara,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Tarapacá,-,Iquique,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Antofagasta,-,Tocopilla,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Antofagasta,-,Mejillones,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Antofagasta,-,Antofagasta,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Antofagasta,-,Taltal,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Atacama,-,Chañaral,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Atacama,-,Caldera,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Atacama,-,Copiapó,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Atacama,-,Huasco,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Atacama,-,Freirina,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,O'Higgins,-,Navidad,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,O'Higgins,-,Litueche,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,O'Higgins,-,Pichilemu,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,O'Higgins,-,Paredones,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Maule,-,Vichuquén,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Maule,-,Licantén,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Maule,-,Curepto,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Maule,-,Constitución,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Maule,-,Chanco,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Maule,-,Pelluhue,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Cobquecura,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Treguaco,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Coelemu,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Tomé,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Penco,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Talcahuano,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Concepción,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,San Pedro de La Paz,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Coronel,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Lota,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Arauco,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Lebu,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Los Álamos,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Cañete ,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Biobío,-,Tirúa,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Los Lagos,-,San Juan de la Costa,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Los Lagos,-,Río Negro,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Los Lagos,-,Purranque,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Los Lagos,-,Fresia,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Los Lagos,-,Los Muermos,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Los Lagos,-,Maullin,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
CPL,ATR,***,22/06/2017,Junio,Los Lagos,-,Ancud,Marejadas,Marejadas anormales,***,28/06/2017,1,Marejadas anormales
VMT,Técnico,610,22/06/2017,Junio,Atacama,-,Diego de Almagro,Hidrometeorológica,Viento,610-A,24/06/2017,1,Viento
VMT,Técnico,610,22/06/2017,Junio,Atacama,-,Copiapó,Hidrometeorológica,Viento,610-A,24/06/2017,1,Viento
VMT,Técnico,610,22/06/2017,Junio,Atacama,-,Tierra Amarilla,Hidrometeorológica,Viento,610-A,24/06/2017,1,Viento
VMT,Técnico,610,22/06/2017,Junio,Atacama,-,Alto del Carmen,Hidrometeorológica,Viento,610-A,24/06/2017,1,Viento
PTB,Técnico,614,24/06/2017,Junio,Antofagasta,-,-,Hidrometeorológica,Viento,614-C,28/06/2017,3,Viento
PTB,Técnico,610-A,24/06/2017,Junio,Atacama,-,-,Hidrometeorológica,Sistema frontal,610-F,27/06/2017,3,Sistema frontal
PTB,Técnico,615,24/06/2017,Junio,Aysén,-,-,Hidrometeorológica,Nevadas,615-A,01/07/2017,3,Nevadas
PTB,Técnico,606-D,25/06/2017,Junio,Maule,-,-,Hidrometeorológica,Sistema frontal,606-I,28/06/2017,3,Sistema frontal
PTB,Técnico,610-C,26/06/2017,Junio,Atacama,Copiapó,-,Hidrometeorológica,Sistema frontal,610-F,27/06/2017,2,Sistema frontal
PTB,Técnico,610-C,26/06/2017,Junio,Atacama,Huasco,-,Hidrometeorológica,Sistema frontal,610-F,27/06/2017,2,Sistema frontal
PTB,Técnico,620,28/06/2017,Junio,Los Lagos,No value,No value,Hidrometeorológica,Sistema frontal,620-A,29/06/2017,3,Sistema frontal
