user,tipo_informe,num_informe,fecha_update,mes,region,provincia,comuna,tipo_alerta,motivo_alerta,num_cierre,fecha_cierre,alert_code,detalle
CPL,Técnico,043,10/01/2018,Enero,Valparaíso,No value,Casablanca,Forestal,Incendio forestal,043-B,10/01/2018,1,Incendio forestal
CPL,Técnico,043,10/01/2018,Enero,Valparaíso,No value,Valparaíso,Forestal,Incendio forestal,043-B,10/02/2018,1,Incendio forestal
NSP,Técnico,044,12/01/2018,Enero,Antofagasta,No value,-,Otras alertas,Evento masivo,044-A,21/01/2018,3,Evento masivo
CPL,Técnico,045,12/01/2018,Enero,Coquimbo,No value,-,Otras alertas,Evento masivo,045-A,18/01/2018,3,Evento masivo
PTB,Técnico,046,13/01/2018,Enero,La Araucanía,No value,-,Otras alertas,Evento masivo,046-A,18/01/2018,3,Evento masivo
PTB,Técnico,048,14/01/2018,Enero,Antofagasta,No value,Ollagüe,Meteorológica,Evento meterológico,048-B,19/01/2018,1,Evento meteorológico
PTB,Técnico,048,14/01/2018,Enero,Antofagasta,No value,San Pedro de Atacama,Meteorológica,Evento meterológico,048-B,19/01/2018,1,Evento meteorológico
PTB,Técnico,048,14/01/2018,Enero,Antofagasta,No value,Calama,Meteorológica,Evento meterológico,048-B,19/01/2018,1,Evento meteorológico
PTB,Técnico,048,14/01/2018,Enero,Antofagasta,No value,Antofagasta,Meteorológica,Evento meterológico,048-B,19/01/2018,1,Evento meteorológico
NSP,Técnico,050,15/01/2018,Enero,Metropolitana,No value,-,Otras alertas,Evento masivo,050-A,18/01/2018,3,Evento masivo
BCG,Técnico,051,15/01/2018,Enero,Tarapacá,No value,-,Otras alertas,Evento masivo,051-A,19/01/2018,3,Evento masivo
PTB,Técnico,055,16/01/2018,Enero,Arica y Parinacota,No value,-,Otras alertas,Evento masivo,055-A,19/01/2018,3,Evento masivo
PTB,ATR,***,16/01/2018,Enero,Arica y Parinacota,No value,Borde costero ,Marejadas,Marejadas anormales,***,23/01/2018,1,Marejadas anormales
PTB,ATR,***,16/01/2018,Enero,Tarapacá,No value,Borde costero ,Marejadas,Marejadas anormales,***,23/01/2018,1,Marejadas anormales
PTB,ATR,***,16/01/2018,Enero,Antofagasta,No value,Borde costero ,Marejadas,Marejadas anormales,***,23/01/2018,1,Marejadas anormales
PTB,ATR,***,16/01/2018,Enero,Atacama,No value,Borde costero ,Marejadas,Marejadas anormales,***,23/01/2018,1,Marejadas anormales
PTB,ATR,***,16/01/2018,Enero,Coquimbo,No value,Borde costero ,Marejadas,Marejadas anormales,***,23/01/2018,1,Marejadas anormales
PTB,ATR,***,16/01/2018,Enero,Valparaíso,No value,Borde costero ,Marejadas,Marejadas anormales,***,23/01/2018,1,Marejadas anormales
PTB,ATR,***,16/01/2018,Enero,O'Higgins,No value,Borde costero ,Marejadas,Marejadas anormales,***,23/01/2018,1,Marejadas anormales
PTB,ATR,***,16/01/2018,Enero,Maule,No value,Borde costero ,Marejadas,Marejadas anormales,***,23/01/2018,1,Marejadas anormales
PTB,ATR,***,16/01/2018,Enero,Biobío,No value,Borde costero ,Marejadas,Marejadas anormales,***,23/01/2018,1,Marejadas anormales
PTB,Técnico,056,17/01/2018,Enero,Metropolitana,No value,Melipilla,Forestal,Incendio forestal,056-C,18/01/2018,1,Incendio forestal
PTB,Técnico,057,17/01/2018,Enero,Metropolitana,No value,San Pedro,Forestal,Incendio forestal,057-A,17/01/2018,1,Incendio forestal
PTB,Técnico,058,17/01/2018,Enero,Metropolitana,No value,Paine,Forestal,Incendio forestal,058-B,18/01/2018,1,Incendio forestal
PTB,Técnico,059,17/01/2018,Enero,Biobío,No value,Mulchén,Forestal,Incendio forestal,059-A,18/01/2018,1,Incendio forestal
PTB,Técnico,062,18/01/2018,Enero,Biobío,No value,Chillán Viejo,Forestal,Incendio forestal,062-A,18/01/2018,1,Incendio forestal
PTB,Técnico,064,18/01/2018,Enero,Metropolitana,No value,San José de Maipo,Meteorológica,Evento meterológico,064-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,062-A,18/01/2018,Enero,Biobío,No value,-,Forestal,Incendio forestal,062-B,18/01/2018,2,Incendio forestal
PTB,Técnico,065,18/01/2018,Enero,Valparaíso,No value,Villa Alemana,Forestal,Incendio forestal,065-A,19/01/2018,1,Incendio forestal
CBC,Técnico,068,19/01/2018,Enero,O'Higgins,No value,San Fernando,Meteorológica,Evento meterológico,068-A,22/01/2018,1,Evento meteorológico
CBC,Técnico,068,19/01/2018,Enero,O'Higgins,No value,Chimbarongo,Meteorológica,Evento meterológico,068-A,22/01/2018,1,Evento meteorológico
CBC,Técnico,068,19/01/2018,Enero,O'Higgins,No value,Rengo,Meteorológica,Evento meterológico,068-A,22/01/2018,1,Evento meteorológico
CBC,Técnico,068,19/01/2018,Enero,O'Higgins,No value,Requínoa,Meteorológica,Evento meterológico,068-A,22/01/2018,1,Evento meteorológico
CBC,Técnico,068,19/01/2018,Enero,O'Higgins,No value,Machalí,Meteorológica,Evento meterológico,068-A,22/01/2018,1,Evento meteorológico
CBC,Técnico,068,19/01/2018,Enero,O'Higgins,No value,Codegua,Meteorológica,Evento meterológico,068-A,22/01/2018,1,Evento meteorológico
CBC,Técnico,068,19/01/2018,Enero,O'Higgins,No value,Mostazal,Meteorológica,Evento meterológico,068-A,22/01/2018,1,Evento meteorológico
CBC,Técnico,068,19/01/2018,Enero,O'Higgins,No value,Rancagua,Meteorológica,Evento meterológico,068-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,069,19/01/2018,Enero,Valparaíso,No value,Putaendo,Meteorológica,Evento meterológico,069-C,22/01/2018,1,Evento meteorológico
PTB,Técnico,069,19/01/2018,Enero,Valparaíso,No value,Petorca,Meteorológica,Evento meterológico,069-C,22/01/2018,1,Evento meteorológico
PTB,Técnico,069,19/01/2018,Enero,Valparaíso,No value,Cabildo,Meteorológica,Evento meterológico,069-C,22/01/2018,1,Evento meteorológico
PTB,Técnico,069,19/01/2018,Enero,Valparaíso,No value,Los Andes,Meteorológica,Evento meterológico,069-C,22/01/2018,1,Evento meteorológico
PTB,Técnico,069,19/01/2018,Enero,Valparaíso,No value,Calle Larga,Meteorológica,Evento meterológico,069-C,22/01/2018,1,Evento meteorológico
PTB,Técnico,069,19/01/2018,Enero,Valparaíso,No value,San Esteban,Meteorológica,Evento meterológico,069-C,22/01/2018,1,Evento meteorológico
PTB,Técnico,070,19/01/2018,Enero,Los Ríos,No value,-,Forestal,Altas temperaturas (alta probabilidad para la propagación de incendios forestales),070-A,07/02/2018,3,Altas temperaturas (alta probabilidad para la propagación de incendios forestales)
PTB,Técnico,071,19/01/2018,Enero,Los Ríos,No value,Panguipulli,Meteorológica,Evento meterológico,071-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,071,19/01/2018,Enero,Los Ríos,No value,Futrono,Meteorológica,Evento meterológico,071-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,071,19/01/2018,Enero,Los Ríos,No value,Lago Ranco,Meteorológica,Evento meterológico,071-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,071,19/01/2018,Enero,Los Ríos,No value,Río Bueno,Meteorológica,Evento meterológico,071-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,072,19/01/2018,Enero,La Araucanía,No value,Collipulli,Meteorológica,Evento meterológico,072-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,072,19/01/2018,Enero,La Araucanía,No value,Curacautín,Meteorológica,Evento meterológico,072-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,072,19/01/2018,Enero,La Araucanía,No value,Lonquimay,Meteorológica,Evento meterológico,072-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,072,19/01/2018,Enero,La Araucanía,No value,Melipeuco,Meteorológica,Evento meterológico,072-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,072,19/01/2018,Enero,La Araucanía,No value,Cunco,Meteorológica,Evento meterológico,072-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,072,19/01/2018,Enero,La Araucanía,No value,Villarrica,Meteorológica,Evento meterológico,072-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,072,19/01/2018,Enero,La Araucanía,No value,Pucón,Meteorológica,Evento meterológico,072-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,072,19/01/2018,Enero,La Araucanía,No value,Curarrehue,Meteorológica,Evento meterológico,072-A,22/01/2018,1,Evento meteorológico
PTB,Técnico,072,19/01/2018,Enero,La Araucanía,No value,Vilcún,Meteorológica,Evento meterológico,072-A,22/01/2018,1,Evento meteorológico
VMT,Técnico,074,21/01/2018,Enero,Antofagasta,No value,Ollagüe,Meteorológica,Evento meterológico,133-A,03/02/2018,1,Evento meteorológico
VMT,Técnico,074,21/01/2018,Enero,Antofagasta,No value,San Pedro de Atacama,Meteorológica,Evento meterológico,133-A,03/02/2018,1,Evento meteorológico
VMT,Técnico,074,21/01/2018,Enero,Antofagasta,No value,Calama,Meteorológica,Evento meterológico,133-A,03/02/2018,1,Evento meteorológico
VMT,Técnico,074,21/01/2018,Enero,Antofagasta,No value,Antofagasta,Meteorológica,Evento meterológico,074-L,17/02/2018,1,Evento meteorológico
BCG,Técnico,075,22/01/2018,Enero,Los Lagos,No value,Calbuco,Forestal,Incendio forestal,075-E,01/02/2018,1,Incendio forestal
CBC,Técnico,079,24/01/2018,Enero,Biobío,No value,-,Forestal,Incendio forestal,079-A,25/01/2018,2,Incendio forestal
BCG,Técnico,082,26/01/2018,Enero,Arica y Parinacota,No value,Arica,Otras alertas,Evento masivo,082-A,30/01/2018,1,Evento masivo
CBC,Técnico,083,26/01/2018,Enero,Valparaíso,No value,Viña del Mar,Forestal,Incendio forestal,083-A,26/01/2018,1,Incendio forestal
CBC,Técnico,083,26/01/2018,Enero,Valparaíso,No value,Concón,Forestal,Incendio forestal,083-A,26/01/2018,1,Incendio forestal
CBC,Técnico,084,26/01/2018,Enero,Valparaíso,No value,Cartagena,Forestal,Incendio forestal,084-D,27/01/2018,1,Incendio forestal
CBC,Técnico,085,26/01/2018,Enero,Valparaíso,No value,Quilpué,Forestal,Incendios forestales,085-A,27/01/2018,1,Incendio forestal
CBC,Técnico,085,26/01/2018,Enero,Valparaíso,No value,Villa Alemana,Forestal,Incendios forestales,085-A,27/01/2018,1,Incendio forestal
CBC,Técnico,086,26/01/2018,Enero,Biobío,No value,Bulnes,Forestal,Incendio forestal,086-A,26/01/2018,1,Incendio forestal
CBC,Técnico,086,26/01/2018,Enero,Biobío,No value,Quillón,Forestal,Incendio forestal,086-A,26/01/2018,1,Incendio forestal
CPL,Técnico,087,27/01/2018,Enero,Los Ríos,No value,Mariquina,Forestal,Incendio forestal,087-B,30/01/2018,1,Incendio forestal
CPL,Técnico,088,27/01/2018,Enero,Los Ríos,No value,Valdivia,Otras alertas,Evento masivo,088-A,28/01/2018,1,Evento masivo
NSP,Técnico,089,27/01/2018,Enero,Valparaíso,No value,Valparaíso,Forestal,Incendio forestal,089-C,28/01/2018,1,Incendio forestal
NSP,Técnico,090,27/01/2018,Enero,Metropolitana,No value,Melipilla,Forestal,Incendio forestal,090-A,27/01/2018,1,Incendio forestal
NSP,Técnico,091,27/01/2018,Enero,Valparaíso,No value,La Calera,Forestal,Incendio forestal,091-D,29/01/2018,1,Incendio forestal
NSP,Técnico,091,27/01/2018,Enero,Valparaíso,No value,La Cruz,Forestal,Incendio forestal,091-D,29/01/2018,1,Incendio forestal
NSP,Técnico,092,27/01/2018,Enero,Metropolitana,No value,Curacaví,Forestal,Incendio forestal,092-A,28/01/2018,1,Incendio forestal
NSP,Técnico,093,28/01/2018,Enero,Valparaíso,No value,Villa Alemana,Forestal,Incendio forestal,093-D,30/01/2018,1,Incendio forestal
NSP,Técnico,094,28/01/2018,Enero,Valparaíso,No value,Valparaíso,Forestal,Incendio forestal,094-B,29/01/2018,1,Incendio forestal
NSP,Técnico,095,28/01/2018,Enero,Biobío,No value,-,Forestal,Incendio forestal,095-A,28/01/2018,2,Incendio forestal
NSP,Técnico,096,28/01/2018,Enero,O'Higgins,No value,Requínoa,Forestal,Incendio forestal,096-A,29/01/2018,1,Incendio forestal
NSP,Técnico,095-A,28/01/2018,Enero,Biobío,No value,-,Forestal,Incendio forestal,095-B,30/01/2018,3,Incendio forestal
NSP,Técnico,097,28/01/2018,Enero,Magallanes,No value,San Gregorio,Forestal,Incendio forestal,097-A,30/01/2018,1,Incendio forestal
NSP,Técnico,099,29/01/2018,Enero,Metropolitana,No value,San Pedro,Forestal,Incendio forestal,099-A,29/01/2018,1,Incendio forestal
NSP,Técnico,100,29/01/2018,Enero,Valparaíso,No value,Limache,Forestal,Incendio forestal,100-B,30/01/2018,1,Incendio forestal
NSP,Técnico,101,29/01/2018,Enero,Valparaíso,No value,Quilpué,Forestal,Incendio forestal,101-A,30/01/2018,1,Incendio forestal
NSP,Técnico,102,29/01/2018,Enero,Los Lagos,No value,Chonchi,Forestal,Incendio forestal,102-A,30/01/2018,1,Incendio forestal
NSP,Técnico,103,29/01/2018,Enero,Atacama,No value,Diego de Almagro,Meteorológica,Evento meterológico,103-D,08/02/2018,1,Incendio forestal
NSP,Técnico,103,29/01/2018,Enero,Atacama,No value,Copiapó,Meteorológica,Evento meterológico,103-D,08/02/2018,1,Incendio forestal
NSP,Técnico,103,29/01/2018,Enero,Atacama,No value,Tierra Amarilla,Meteorológica,Evento meterológico,103-D,08/02/2018,1,Incendio forestal
BCG,Técnico,095-B,30/01/2018,Enero,Biobío,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,95-C,20/02/2018,3,Alta probabilidad para la propagación de incendios forestales
NSP,Técnico,105,30/01/2018,Enero,Maule,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (ola de calor),105-B,05/02/2018,3,Alta probabilidad para la propagación de incendios forestales (ola de calor)
NSP,Técnico,106,30/01/2018,Enero,O'Higgins,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (altas temperaturas),106-A,01/02/2018,3,Alta probabilidad para la propagación de incendios forestales (altas temperaturas)
NSP,Técnico,107,30/01/2018,Enero,Valparaíso,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (altas temperaturas),107-A,01/02/2018,3,Alta probabilidad para la propagación de incendios forestales (altas temperaturas)
NSP,Técnico,108,30/01/2018,Enero,Metropolitana,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (altas temperaturas),108-A,01/02/2018,3,Alta probabilidad para la propagación de incendios forestales (altas temperaturas)
NSP,Técnico,109,30/01/2018,Enero,Biobío,No value,Cabrero,Forestal,Incendio forestal,109-A,30/01/2018,1,Incendio forestal
NSP,Técnico,102-A,30/01/2018,Enero,Los Lagos,No value,Chonchi,Forestal,Incendio forestal,102-B,31/01/2018,1,Incendio forestal
NSP,Técnico,109-A,30/01/2018,Enero,Biobío,No value,-,Forestal,Incendio forestal,109-B,31/01/2018,2,Incendio forestal
PTB,Técnico,111,30/01/2018,Enero,Valparaíso,No value,Casablanca,Forestal,Incendio forestal,111-B,31/01/2018,1,Incendio forestal
PTB,Técnico,111,30/01/2018,Enero,Valparaíso,No value,Valparaíso,Forestal,Incendio forestal,111-B,31/01/2018,1,Incendio forestal
PTB,Técnico,112,31/01/2018,Enero,Biobío,No value,Concepción,Forestal,Incendio forestal,112-A,31/01/2018,1,Incendio forestal
PTB,Técnico,113,31/01/2018,Enero,Metropolitana,No value,Isla de Maipo,Forestal,Incendio forestal,113-B,01/02/2018,1,Incendio forestal
NSP,Técnico,115,31/01/2018,Enero,Magallanes,No value,-,Meteorológica,Evento meterológico,115-A,01/02/2018,2,Evento meteorológico
NSP,Técnico,116,31/01/2018,Enero,Tarapacá,No value,-,Meteorológica,Evento meterológico,116-I,17/02/2018,2,Evento meteorológico
NSP,Técnico,117,31/01/2018,Enero,La Araucanía,No value,-,Forestal,Incendios forestales,117-E,06/02/2018,2,Incendios forestales
CBC,Técnico,119,01/02/2018,Febrero ,Coquimbo,No value,La Serena,Otras alertas,Evento masivo,119-A,05/02/2018,1,Evento masivo
NSP,Técnico,120,01/02/2018,Febrero ,Magallanes,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (altas temperaturas),120-A,06/02/2018,2,Alta probabilidad para la propagación de incendios forestales (altas temperaturas)
NSP,Técnico,120,01/02/2018,Febrero ,Magallanes,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (altas temperaturas),120-A,06/02/2018,2,Alta probabilidad para la propagación de incendios forestales (altas temperaturas)
NSP,Técnico,120,01/02/2018,Febrero ,Magallanes,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (altas temperaturas),120-A,06/02/2018,2,Alta probabilidad para la propagación de incendios forestales (altas temperaturas)
NSP,Técnico,121,01/02/2018,Febrero ,O'Higgins,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (altas temperaturas),121-A,05/02/2018,3,Alta probabilidad para la propagación de incendios forestales (altas temperaturas)
NSP,Técnico,113-B,01/02/2018,Febrero ,Metropolitana,No value,Isla de Maipo,Forestal,Incendio forestal,113-C,02/02/2018,1,Incendio forestal
NSP,Técnico,122,01/02/2018,Febrero ,Metropolitana,No value,Lampa,Forestal,Incendio forestal,122-A,01/02/2018,1,Incendio forestal
NSP,Técnico,123,01/02/2018,Febrero ,Arica y Parinacota,No value,-,Meteorológica,Evento meterológico,123-A,10/02/2018,2,Evento meteorológico
NSP,Técnico,123,01/02/2018,Febrero ,Arica y Parinacota,No value,Camarones,Meteorológica,Evento meterológico,123-A,10/02/2018,1,Evento meteorológico
NSP,Técnico,124,01/02/2018,Febrero ,Atacama,No value,Copiapó,Otras alertas,Evento masivo,124-A,06/02/2018,1,Evento masivo
NSP,Técnico,125,01/02/2018,Febrero ,Los Ríos,No value,Mariquina,Forestal,Incendio forestal,125-C,05/02/2018,1,Incendio forestal
PTB,Técnico,127,01/02/2018,Febrero ,Aysén,No value,-,Otras alertas,Eventos masivos,127-A,06/03/2018,3,Eventos masivos
NSP,Técnico,128,02/02/2018,Febrero ,Valparaíso,No value,Cartagena,Forestal,Incendio forestal,128-A,02/02/2018,1,Incendio forestal
NSP,Técnico,130,02/02/2018,Febrero ,Metropolitana,No value,San José de Maipo,Meteorológica,Evento meterológico,130-A,08/02/2018,1,Evento meteorológico
NSP,Técnico,131,02/02/2018,Febrero ,Los Lagos,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,131-A,07/02/2018,3,Alta probabilidad para la propagación de incendios forestales
VMT,Técnico,103-C,03/02/2018,Febrero ,Atacama,No value,Alto del Carmen,Meteorológica,Evento meterológico,103-D,29/01/2018,1,Evento meteorológico
PTB,Técnico,133,03/02/2018,Febrero ,Antofagasta,No value,San Pedro de Atacama,Meteorológica,Evento meterológico,133-A,03/02/2018,1,Evento meteorológico
PTB,Técnico,133-A,03/02/2018,Febrero ,Antofagasta,No value,-,Meteorológica,Evento meterológico,133-J,10/02/2018,2,Evento meteorológico
VMT,Técnico,133-D,04/02/2018,Febrero ,Antofagasta,No value,-,Meteorológica,Evento meterológico,133-E,05/02/2018,1,Evento meteorológico
