user,tipo_informe,num_informe,fecha_update,mes,region,provincia,comuna,tipo_alerta,motivo_alerta,num_cierre,fecha_cierre,alert_code,detalle
VMT,Técnico,133-D,04/02/2018,Febrero ,Antofagasta,No value,-,Meteorológica,Evento meterológico,133-E,05/02/2018,1,Evento meteorológico
VMT,Técnico,136,04/02/2018,Febrero ,Biobío,No value,-,Forestal,Incendios forestales,136-A,05/02/2018,2,Incendios forestales
VMT,Técnico,136,04/02/2018,Febrero ,Biobío,No value,-,Forestal,Incendios forestales,136-A,05/02/2018,2,Incendios forestales
BCG,Técnico,125-C,05/02/2018,Febrero ,Los Ríos,No value,Mariquina,Forestal,Incendio forestal,125-D,07/02/2018,1,Incendio forestal
CBC,Técnico,141,05/02/2018,Febrero ,Los Ríos,No value,Los Lagos,Forestal,Incendio forestal,141-A,06/02/2018,1,Incendio forestal
VMT,Técnico,149,08/02/2018,Febrero ,Metropolitana,No value,San Pedro,Forestal,Incendio forestal,149-A,09/02/2018,1,Incendio forestal
VMT,Técnico,151,09/02/2018,Febrero ,Biobío,No value,-,Forestal,Incendio forestal,151-A,16/02/2018,2,Incendio forestal
VMT,Técnico,152,09/02/2018,Febrero ,Magallanes,No value,Porvenir,Otras alertas,Evento masivo,152-A,11/02/2018,1,Evento masivo
VMT,Técnico,153,09/02/2018,Febrero ,Biobío,No value,-,Forestal,Incendio forestal,153-A,20/02/2018,2,Incendio forestal
VMT,Técnico,154,09/02/2018,Febrero ,Coquimbo,No value,Ovalle,Forestal,Incendio forestal,154-A,09/02/2018,1,Incendio forestal
CBC,Técnico,154-A,09/02/2018,Febrero ,Coquimbo,No value,Ovalle,Forestal,Incendio forestal,154-B,10/02/2018,1,Incendio forestal
CPL,Técnico,157,10/02/2018,Febrero ,Valparaíso,No value,Quilpué,Forestal,Incendio forestal,157-C,12/02/2018,1,Incendio forestal
CPL,Técnico,158,10/02/2018,Febrero ,Biobío,No value,-,Forestal,Incendio forestal,158-A,11/02/2018,2,Incendio forestal
CPL,Técnico,159,10/02/2018,Febrero ,Valparaíso,No value,Valparaíso,Forestal,Incendio forestal,159-A,12/02/2018,1,Incendio forestal
CPL,Técnico,160,10/02/2018,Febrero ,Valparaíso,No value,La Ligua,Forestal,Incendio forestal,160-C,15/02/2018,1,Incendio forestal
CPL,Técnico,161,10/02/2018,Febrero ,Maule,No value,Longaví,Forestal,Incendio forestal,161-B,12/02/2018,1,Incendio forestal
CPL,Técnico,162,10/02/2018,Febrero ,Valparaíso,No value,Limache ,Forestal,Incendio forestal,162-E,13/02/2018,1,Incendio forestal
CPL,Técnico,162,10/02/2018,Febrero ,Valparaíso,No value,Villa Alemana,Forestal,Incendio forestal,162-E,13/02/2018,1,Incendio forestal
CPL,Técnico,163,10/02/2018,Febrero ,Maule,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (ola de calor),163-A,02/03/2018,3,Alta probabilidad para la propagación de incendios forestales (ola de calor)
CPL,Técnico,164,10/02/2018,Febrero ,O'Higgins,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (ola de calor),164-B,20/02/2018,3,Alta probabilidad para la propagación de incendios forestales (ola de calor)
CPL,Técnico,074-J,10/02/2018,Febrero ,Antofagasta,No value,-,Meteorológica,Evento meterológico,074-L,17/02/2018,2,Evento meteorológico
CPL,Técnico,165,10/02/2018,Febrero ,Coquimbo,No value,Ovalle,Forestal,Incendio forestal,165-A,10/02/2018,1,Incendio forestal
CPL,Técnico,166,10/02/2018,Febrero ,Atacama,No value,Diego de Almagro,Meteorológica,Evento meterológico,166-A,15/02/2018,1,Evento meteorológico
CPL,Técnico,166,10/02/2018,Febrero ,Atacama,No value,Copiapó,Meteorológica,Evento meterológico,166-A,15/02/2018,1,Evento meteorológico
CPL,Técnico,166,10/02/2018,Febrero ,Atacama,No value,Tierra Amarilla,Meteorológica,Evento meterológico,166-A,15/02/2018,1,Evento meteorológico
CPL,Técnico,166,10/02/2018,Febrero ,Atacama,No value,Alto del Carmen,Meteorológica,Evento meterológico,166-A,15/02/2018,1,Evento meteorológico
CPL,Técnico,167,10/02/2018,Febrero ,Coquimbo,No value,Los Vilos,Forestal,Incendio forestal,167-A,10/02/2018,1,Incendio forestal
CPL,Técnico,168,10/02/2018,Febrero ,Metropolitana,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (ola de calor),168-A,14/02/2018,3,Alta probabilidad para la propagación de incendios forestales (ola de calor)
CPL,Técnico,167-A,10/02/2018,Febrero ,Coquimbo,No value,Los Vilos,Forestal,Incendio forestal,167-C,13/02/2018,1,Incendio forestal
CBC,Técnico,165-A,10/02/2018,Febrero ,Coquimbo,No value,Ovalle,Forestal,Incendio forestal,165-B,11/02/2018,1,Incendio forestal
CBC,Técnico,170,11/02/2018,Febrero ,Valparaíso,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales (ola de calor),170-A,17/02/2018,3,Alta probabilidad para la propagación de incendios forestales (ola de calor)
CPL,Técnico,171,11/02/2018,Febrero ,Metropolitana,No value,Talagante,Forestal,Incendio forestal,171-A,12/02/2018,1,Incendio forestal
CPL,Técnico,172,11/02/2018,Febrero ,Valparaíso,No value,Santo Domingo,Forestal,Incendio forestal,172-B,14/02/2018,1,Incendio forestal
CPL,Técnico,173,11/02/2018,Febrero ,Maule,No value,Vichuquén,Forestal,Incendio forestal,173-A,11/02/2018,1,Incendio forestal
CPL,Técnico,174,11/02/2018,Febrero ,Arica y Parinacota,No value,-,Meteorológica,Evento meterológico,174-C,17/02/2018,2,Evento meteorológico
CPL,Técnico,174,11/02/2018,Febrero ,Arica y Parinacota,No value,Camarones,Meteorológica,Evento meterológico,174-C,17/02/2018,1,Evento meteorológico
CPL,Técnico,158-A,11/02/2018,Febrero ,Biobío,No value,-,Forestal,Incendio forestal,158-B,12/02/2018,2,Incendio forestal
CPL,Técnico,175,11/02/2018,Febrero ,La Araucanía,No value,-,Forestal,Incendio forestal,195-A,15/02/2018,3,Incendio forestal
CBC,Técnico,177,11/02/2018,Febrero ,Los Ríos,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,177-A,19/02/2018,3,Alta probabilidad para la propagación de incendios forestales
CBC,Técnico,178,11/02/2018,Febrero ,O'Higgins,No value,Santa Cruz,Forestal,Incendio forestal,178-A,12/02/2018,1,Incendio forestal
BCG,Técnico,161-B,12/02/2018,Febrero ,Maule,No value,-,Forestal,Incendio forestal,161-C,19/02/2018,2,Incendio forestal
CPL,Técnico,180,12/02/2018,Febrero ,Magallanes,No value,Punta Arenas,Meteorológica,Evento meterológico,180-A,14/02/2018,1,Evento meteorológico
CPL,Técnico,180,12/02/2018,Febrero ,Magallanes,No value,Torres del Paine,Meteorológica,Evento meterológico,180-A,14/02/2018,1,Evento meteorológico
CPL,Técnico,181,12/02/2018,Febrero ,Metropolitana,No value,Recoleta,Forestal,Incendio forestal,181-A,13/02/2018,1,Incendio forestal
NSP,Técnico,182,12/02/2018,Febrero ,La Araucanía,No value,Galvarino,Forestal,Incendio forestal,195-A,15/02/2018,1,Incendio forestal
NSP,Técnico,182,12/02/2018,Febrero ,La Araucanía,No value,Traiguén,Forestal,Incendio forestal,182-B,14/02/2018,1,Incendio forestal
BCG,Técnico,184,13/02/2018,Febrero ,Metropolitana,No value,Calera de Tango,Forestal,Incendio forestal,184-A,13/02/2018,1,Incendio forestal
CPL,Técnico,186,13/02/2018,Febrero ,Valparaíso,No value,Quilpué,Forestal,Incendio forestal,186-B,14/02/2018,1,Incendio forestal
CPL,Técnico,187,13/02/2018,Febrero ,Atacama,No value,Vallenar,Forestal,Incendio forestal,187-A,13/02/2018,1,Incendio forestal
CPL,Técnico,188,13/02/2018,Febrero ,Los Lagos,No value,Ancud,Forestal,Incendio forestal,188-A,19/02/2018,1,Incendio forestal
CPL,Técnico,167-C,13/02/2018,Febrero ,Coquimbo,No value,Los Vilos,Forestal,Incendio forestal,167-D,16/02/2018,1,Incendio forestal
CPL,Técnico,189,13/02/2018,Febrero ,La Araucanía,No value,Lonquimay,Forestal,Incendio forestal,189-A,20/02/2018,1,Incendio forestal
CPL,Técnico,162-E,13/02/2018,Febrero ,Valparaíso,No value,Villa Alemana,Forestal,Incendio forestal,162-F,14/02/2018,1,Incendio forestal
CPL,Técnico,162-E,13/02/2018,Febrero ,Valparaíso,No value,Limache,Forestal,Incendio forestal,162-F,14/02/2018,1,Incendio forestal
CPL,Técnico,182-B,14/02/2018,Febrero ,La Araucanía,No value,Traiguén,Forestal,Incendio forestal,182-C,16/02/2018,1,Incendio forestal
CPL,Técnico,186-B,14/02/2018,Febrero ,Valparaíso,No value,Quilpué,Forestal,Incendio forestal,186-C,14/02/2018,1,Incendio forestal
BCG,Técnico,192,15/02/2018,Febrero ,Magallanes,No value,Timaukel,Otras alertas,Evento masivo,192-A,19/02/2018,1,Evento masivo
BCG,Técnico,192,15/02/2018,Febrero ,Magallanes,No value,Porvenir,Otras alertas,Evento masivo,192-A,19/02/2018,1,Evento masivo
NSP,Técnico,160-C,15/02/2018,Febrero ,Valparaíso,No value,La Ligua,Forestal,Incendio forestal,160-D,16/02/2018,1,Incendio forestal
CPL,Técnico,195,15/02/2018,Febrero ,La Araucanía,No value,-,Forestal,Incendio forestal,195-A,15/02/2018,2,Incendio forestal
CPL,Técnico,195-A,15/02/2018,Febrero ,La Araucanía,No value,-,Forestal,Incendio forestal,195-B,17/02/2018,3,Incendio forestal
BCG,Técnico,197,16/02/2018,Febrero ,Magallanes,No value,-,Forestal,Reforzamiento del sistema de Protección Civil ante la ocurrencia de incendios forestales,197-A,27/02/2018,3,Reforzamiento del sistema de Protección Civil ante la ocurrencia de incendios forestales
BCG,Técnico,198,16/02/2018,Febrero ,Aysén,No value,-,Forestal,Reforzamiento del sistema de Protección Civil ante la ocurrencia de incendios forestales,198-A,06/03/2018,3,Reforzamiento del sistema de Protección Civil ante la ocurrencia de incendios forestales
PTB,Técnico,195-B,17/02/2018,Febrero ,La Araucanía,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,195-C,19/02/2018,3,Alta probabilidad para la propagación de incendios forestales
PTB,Técnico,200,17/02/2018,Febrero ,Maule,No value,Curicó,Forestal,Incendio forestal,200-A,20/02/2018,1,Incendio forestal
PTB,Técnico,202,18/02/2018,Febrero ,O'Higgins,No value,San Vicente,Forestal,Incendio forestal,202-A,19/02/2018,1,Incendio forestal
PTB,Técnico,203,18/02/2018,Febrero ,O'Higgins,No value,Navidad,Forestal,Incendio forestal,203-A,18/02/2018,1,Incendio forestal
PTB,Técnico,204,18/02/2018,Febrero ,Antofagasta,No value,-,Meteorológica,Evento meterológico,204-A,19/02/2018,2,Evento meteorológico
PTB,Técnico,205,18/02/2018,Febrero ,Coquimbo,No value,Salamanca,Meteorológica,Evento meterológico,205-A,19/02/2018,1,Evento meteorológico
PTB,Técnico,207,18/02/2018,Febrero ,Valparaíso,No value,Petorca,Meteorológica,Evento meterológico,207-A,19/02/2018,1,Evento meteorológico
PTB,Técnico,209,19/02/2018,Febrero ,Arica y Parinacota,No value,-,Meteorológica,Evento meterológico,209-B,01/03/2018,2,Evento meteorológico
PTB,Técnico,209,19/02/2018,Febrero ,Arica y Parinacota,No value,Camarones,Meteorológica,Evento meterológico,209-B,01/03/2018,1,Evento meteorológico
PTB,Técnico,210,19/02/2018,Febrero ,Tarapacá,No value,-,Meteorológica,Evento meterológico,210-C,08/03/2018,2,Evento meteorológico
PTB,Técnico,189-B,20/02/2018,Febrero ,La Araucanía,No value,Lonquimay,Forestal,Incendio forestal,189-C,23/02/2018,1,Incendio forestal
PTB,Técnico,214,20/02/2018,Febrero ,Antofagasta,No value,-,Meteorológica,Evento meterológico,214-B,26/02/2018,2,Evento meteorológico
PTB,Técnico,215,22/02/2018,Febrero ,Atacama,No value,Freirina,Forestal,Incendio forestal,215-C,24/02/2018,1,Incendio forestal
PTB,Técnico,215,22/02/2018,Febrero ,Atacama,No value,Vallenar,Forestal,Incendio forestal,215-C,24/02/2018,1,Incendio forestal
BCG,Técnico,218,23/02/2018,Febrero ,Los Ríos,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,218-A,26/02/2018,3,Alta probabilidad para la propagación de incendios forestales
PTB,Técnico,219,23/02/2018,Febrero ,Atacama,No value,Caldera,Otras alertas,Evento masivo,219-A,25/02/2018,1,Evento masivo
CBC,Técnico,220,24/02/2018,Febrero ,Los Ríos,No value,Valdivia,Otras alertas,Evento masivo,220-A,25/02/2018,1,Evento masivo
CBC,Técnico,221,24/02/2018,Febrero ,Valparaíso,No value,Cartagena,Forestal,Incendio forestal,221-A,24/02/2018,1,Incendio forestal
BCG,Técnico,224,26/02/2018,Febrero ,Metropolitana,No value,Peñaflor,Otras alertas,Incendio en vertedero,224-C,03/03/2018,1,Incendio en vertedero
CBC,Técnico,225,26/02/2018,Febrero ,Coquimbo,No value,Ovalle,Forestal,Incendio forestal,225-C,01/03/2018,1,Incendio forestal
CBC,Técnico,227,26/02/2018,Febrero ,Metropolitana,No value,Curacaví,Forestal,Incendio forestal,227-A,26/02/2018,1,Incendio forestal
CBC,Técnico,229,27/02/2018,Febrero ,Magallanes,No value,-,Meteorológica,Evento meterológico,229-A,02/03/2018,3,Evento meteorológico
CBC,Técnico,232,02/03/2018,Marzo,Atacama,No value,Caldera,Otras alertas,Evento masivo,232-A,04/03/2018,1,Evento masivo
NSP,Técnico,235,04/03/2018,Marzo,Magallanes,No value,-,Meteorológica,Evento meterológico,235-B,06/03/2018,3,Evento meteorológico
NSP,Técnico,237,05/03/2018,Marzo,Biobío,No value,-,Forestal,Incendio forestal,237-B,07/03/2018,2,Incendio forestal
NSP,Técnico,238,05/03/2018,Marzo,Biobío,No value,-,Forestal,Incendio forestal,238-A,06/03/2018,2,Incendio forestal
NSP,Técnico,239,05/03/2018,Marzo,Biobío,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,239-A,09/03/2018,2,Alta probabilidad para la propagación de incendios forestales
NSP,Técnico,239,05/03/2018,Marzo,Biobío,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,239-A,09/03/2018,2,Alta probabilidad para la propagación de incendios forestales
BCG,Técnico,235-B,06/03/2018,Marzo,Magallanes,No value,-,Meteorológica,Evento meterológico,235-C,07/03/2018,3,Evento meteorológico
NSP,Técnico,238-A,06/03/2018,Marzo,Biobío,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,238-B,09/03/2018,2,Alta probabilidad para la propagación de incendios forestales
NSP,Técnico,241,06/03/2018,Marzo,La Araucanía,No value,Lautaro,Forestal,Incendio forestal,241-A,07/03/2018,1,Incendio forestal
NSP,Técnico,241,06/03/2018,Marzo,La Araucanía,No value,Galvarino,Forestal,Incendio forestal,241-B,08/03/2018,1,Incendio forestal
NSP,Técnico,242,06/03/2018,Marzo,La Araucanía,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,242-A,09/03/2018,3,Alta probabilidad para la propagación de incendios forestales
BCG,Técnico,244,07/03/2018,Marzo,Los Lagos,No value,-,Meteorológica,Evento meterológico,244-F,18/03/2018,3,Evento meteorológico
NSP,Técnico,237-B,07/03/2018,Marzo,Biobío,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,237-C,09/03/2018,2,Alta probabilidad para la propagación de incendios forestales
NSP,Técnico,247,07/03/2018,Marzo,Valparaíso,No value,Quilpué,Forestal,Incendio forestal,247-B,08/03/2018,1,Incendio forestal
BCG,Técnico,251,08/03/2018,Marzo,Magallanes,No value,Torres del Paine,Meteorológica,Aumento de caudal,251-A,10/03/2018,1,Aumento de caudal
NSP,ATR,***,09/03/2018,Marzo,Arica y Parinacota,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Tarapacá,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Antofagasta,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Atacama,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Coquimbo,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Valparaíso,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Valparaíso,No value,Juan Fernandez,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,O'Higgins,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Maule,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Biobío,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,La Araucanía,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Los Ríos,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Los Lagos,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,ATR,***,09/03/2018,Marzo,Aysén,No value,Borde costero ,Marejadas,Marejadas anormales,***,19/03/2018,1,Marejadas anormales
NSP,Técnico,252,09/03/2018,Marzo,Valparaíso,No value,Limache,Forestal,Incendios forestales,252-E,11/03/2018,1,Incendio forestal
NSP,Técnico,252,09/03/2018,Marzo,Valparaíso,No value,Villa Alemana,Forestal,Incendios forestales,252-E,11/03/2018,1,Incendio forestal
VMT,Técnico,254,10/03/2018,Marzo,Valparaíso,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,254-A,21/03/2018,3,Alta probabilidad para la propagación de incendios forestales
VMT,Técnico,255,10/03/2018,Marzo,Valparaíso,No value,Viña del Mar,Forestal,Incendio forestal,255-F,13/03/2018,1,Incendio forestal
VMT,Técnico,256,10/03/2018,Marzo,O'Higgins,No value,Paredones,Forestal,Incendio forestal,256-C,11/03/2018,1,Incendio forestal
VMT,Técnico,255-A,10/03/2018,Marzo,Valparaíso,No value,Quilpué,Forestal,Incendio forestal,255-F,13/03/2018,1,Incendio forestal
PTB,Técnico,257,10/03/2018,Marzo,Valparaíso,No value,Valparaíso,Otras alertas,Evento masivo,257-A,11/03/2018,1,Evento masivo
PTB,Técnico,257,10/03/2018,Marzo,Valparaíso,No value,Viña del Mar,Otras alertas,Evento masivo,257-A,11/03/2018,1,Evento masivo
PTB,Técnico,257,10/03/2018,Marzo,Valparaíso,No value,Casablanca,Otras alertas,Evento masivo,257-A,11/03/2018,1,Evento masivo
NSP,Técnico,259,11/03/2018,Marzo,Valparaíso,No value,Valparaíso,Forestal,Incendio forestal,259-C,12/03/2018,1,Incendio forestal
VMT,Técnico,260,12/03/2018,Marzo,Valparaíso,No value,Limache,Forestal,Incendio forestal,260-C,13/03/2018,1,Incendio forestal
VMT,Técnico,261,12/03/2018,Marzo,Valparaíso,No value,Concón,Forestal,Incendio forestal,261-C,13/03/2018,1,Incendio forestal
VMT,Técnico,262,13/03/2018,Marzo,Biobío,No value,Chillán Viejo,Forestal,Incendio forestal,262-A,13/03/2018,1,Incendio forestal
VMT,Técnico,264,13/03/2018,Marzo,Valparaíso,No value,Villa Alemana,Forestal,Incendio forestal,264-C,15/03/2018,1,Incendio forestal
BCG,Técnico,265,14/03/2018,Marzo,La Araucanía,No value,-,Meteorológica,Evento meterológico,265-C,18/03/2018,3,Evento meteorológico
BCG,Técnico,266,14/03/2018,Marzo,Los Ríos,No value,-,Meteorológica,Evento meterológico,266-E,17/03/2018,3,Evento meteorológico
BCG,Técnico,267,14/03/2018,Marzo,Biobío,No value,-,Meteorológica,Evento meterológico,267-B,18/03/2018,3,Evento meteorológico
BCG,Técnico,268,14/03/2018,Marzo,Valparaíso,No value,Valparaíso,Forestal,Incendio forestal,268-E,16/03/2018,3,Incendio forestal
VMT,Técnico,269,14/03/2018,Marzo,Valparaíso,No value,Quilpué,Forestal,Incendio forestal,269-F,18/03/2018,1,Incendio forestal
VMT,Técnico,270-A,15/03/2018,Marzo,Metropolitana,No value,Paine,Forestal,Incendio forestal,270-E,18/03/2018,1,Incendio forestal
VMT,Técnico,271,15/03/2018,Marzo,Maule,No value,-,Meteorológica,Evento meterológico,271-A,18/03/2018,3,Evento meteorológico
VMT,Técnico,272,15/03/2018,Marzo,Maule,No value,Teno,Forestal,Incendio forestal,272-A,16/03/2018,1,Incendio forestal
BCG,Técnico,274,16/03/2018,Marzo,Magallanes,No value,Torres del Paine,Meteorológica,Evento meterológico,274-A,16/03/2018,1,Evento meteorológico
VMT,Técnico,274-A,16/03/2018,Marzo,Magallanes,No value,-,Meteorológica,Evento meterológico,274-B,19/03/2018,3,Evento meteorológico
VMT,Técnico,919-BD,16/03/2018,Marzo,Los Lagos,No value,-,Remoción en masa,Remoción en masa,919-BK,18/06/2018,2,Remoción en masa
CBC,Técnico,275,17/03/2018,Marzo,Biobío,No value,Pinto,Volcánica,Actividad del Complejo Volcánico Nevados de Chillán,Vigente,Vigente,1,Actividad del complejo volcánico Nevados de Chillán
CBC,Técnico,275,17/03/2018,Marzo,Biobío,No value,Coihueco,Volcánica,Actividad del Complejo Volcánico Nevados de Chillán,Vigente,Vigente,1,Actividad del complejo volcánico Nevados de Chillán
CBC,Técnico,275,17/03/2018,Marzo,Biobío,No value,San Fabián,Volcánica,Actividad del Complejo Volcánico Nevados de Chillán,Vigente,Vigente,1,Actividad del complejo volcánico Nevados de Chillán
CPL,Técnico,277,17/03/2018,Marzo,Valparaíso,No value,Casablanca,Forestal,Incendio forestal,277-A,17/03/2018,1,Incendio forestal
CPL,Técnico,278,17/03/2018,Marzo,Tarapacá,No value,-,Meteorológica,Evento meterológico,278-B,24/03/2018,2,Evento meteorológico
CPL,Técnico,277-A,17/03/2018,Marzo,Valparaíso,No value,Casablanca,Forestal,Incendio forestal,277-E,19/03/2018,1,Incendio forestal
CPL,Técnico,277-A,17/03/2018,Marzo,Valparaíso,No value,Cartagena,Forestal,Incendio forestal,277-E,19/03/2018,1,Incendio forestal
CBC,Técnico,279,18/03/2018,Marzo,Antofagasta,No value,Ollagüe,Meteorológica,Evento meterológico,279-B,22/03/2018,1,Evento meteorológico
BCG,Técnico,281,20/03/2018,Marzo,La Araucanía,No value,-,Meteorológica,Evento meterológico,281-A,23/03/2018,3,Evento meteorológico
CPL,Técnico,282,20/03/2018,Marzo,Los Ríos,No value,-,Meteorológica,Evento meterológico,282-A,23/03/2018,3,Evento meteorológico
CPL,Técnico,283,20/03/2018,Marzo,Los Lagos,No value,-,Meteorológica,Evento meterológico,283-D,24/03/2018,3,Evento meteorológico
PTB,Técnico,288,24/03/2018,Marzo,Valparaíso,No value,Quilpué,Forestal,Incendio forestal,288-A,24/03/2018,1,Incendio forestal
PTB,Técnico,288-A,24/03/2018,Marzo,Valparaíso,No value,Quilpué,Forestal,Incendio forestal,288-G,27/03/2018,1,Incendio forestal
PTB,Técnico,289,24/03/2018,Marzo,Valparaíso,No value,Santo Domingo,Forestal,Incendio forestal,289-C,25/03/2018,1,Incendio forestal
PTB,Técnico,291,24/03/2018,Marzo,Antofagasta,No value,Ollagüe,Meteorológica,Evento meterológico,291-A,26/03/2018,1,Evento meteorológico
PTB,Técnico,291,24/03/2018,Marzo,Antofagasta,No value,San Pedro de Atacama,Meteorológica,Evento meterológico,291-A,26/03/2018,1,Evento meteorológico
NSP,Técnico,292,24/03/2018,Marzo,Biobío,No value,Alto Biobío,Volcánica,Actividad del Volcán Copahue,Vigente,Vigente,1,Actividad Volcán Copahue
NSP,Técnico,293,24/03/2018,Marzo,Valparaíso,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,293-B,31/03/2018,3,Alta probabilidad para la propagación de incendios forestales
PTB,Técnico,289-C,25/03/2018,Marzo,Valparaíso,No value,Santo Domingo,Forestal,Incendio forestal,289-E,26/03/2018,1,Incendio forestal
BCG,ATR,***,27/03/2018,Marzo,Arica y Parinacota,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Tarapacá,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Antofagasta,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Atacama,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Coquimbo,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Valparaíso,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Valparaíso,No value,Juan Fernandez,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,O'Higgins,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Maule,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Biobío,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,La Araucanía,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Los Ríos,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Los Lagos,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
BCG,ATR,***,27/03/2018,Marzo,Aysén,No value,Borde costero ,Marejadas,Marejadas anormales,***,08/04/2018,1,Marejadas anormales
PTB,Técnico,296,27/03/2018,Marzo,Metropolitana,No value,-,Forestal,Altas temperaturas (alta probabilidad para la propagación de incendios forestales),296-A,30/03/2018,3,Altas temperaturas (alta probabilidad para la propagación de incendios forestales)
BCG,Técnico,299,28/03/2018,Marzo,O'Higgins,No value,-,Forestal,Altas temperaturas (alta probabilidad para la propagación de incendios forestales),299-A,01/04/2018,3,Altas temperaturas (alta probabilidad para la propagación de incendios forestales)
PTB,Técnico,300,28/03/2018,Marzo,Antofagasta,No value,Antofagasta,Meteorológica,Evento meterológico,300-A,28/03/2018,1,Evento meteorológico
PTB,Técnico,300,28/03/2018,Marzo,Antofagasta,No value,Taltal,Meteorológica,Evento meterológico,300-A,28/03/2018,1,Evento meteorológico
PTB,Técnico,300,28/03/2018,Marzo,Antofagasta,No value,San Pedro de Atacama,Meteorológica,Evento meterológico,300-A,28/03/2018,1,Evento meteorológico
PTB,Técnico,301,28/03/2018,Marzo,Maule,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,301-A,02/04/2018,3,Alta probabilidad para la propagación de incendios forestales
CBC,Técnico,302,29/03/2018,Marzo,Biobío,No value,-,Forestal,Alta probabilidad para la propagación de incendios forestales,302-A,02/04/2018,2,Alta probabilidad para la propagación de incendios forestales
