user,tipo_informe,num_informe,fecha_update,mes,region,provincia,comuna,tipo_alerta,num_cierre,fecha_cierre,alert_code,detalle
NSP,Técnico,1066,21/12/2016,Diciembre,Valparaíso,No value,No value,Incendio forestal,1066-A,21/12/2016,1,No value
JVB,Técnico,1068,21/12/2016,Diciembre,Metropolitana,No value,No value,Incendio forestal,1068-A,22/12/2016,1,No value
JVB,Técnico,1069,21/12/2016,Diciembre,Valparaíso,No value,No value,Incendio forestal,1069-A,23/12/2016,1,No value
NSP,Técnico,1069,21/12/2016,Diciembre,Valparaíso,No value,No value,Incendio forestal,1069-A,23/12/2016,1,No value
JVB,Técnico,1070,21/12/2016,Diciembre,Valparaíso,No value,No value,Incendios forestales,1070-D,26/12/2016,2,No value
JVB,Técnico,1076,22/12/2016,Diciembre,Valparaíso,No value,No value,Incendio forestal,1076-A,22/12/2016,1,No value
JVB,Técnico,1061-D,22/12/2016,Diciembre,Valparaíso,No value,No value,Incendio forestal,1061-E,22/12/2016,1,No value
JVB,Técnico,1069-A,23/12/2016,Diciembre,Valparaíso,No value,No value,Incendio forestal,1069-B,24/12/2016,1,No value
JVB,Técnico,1069-A,23/12/2016,Diciembre,Valparaíso,No value,No value,Incendio forestal,1069-B,24/12/2016,1,No value
JVB,Técnico,1080,23/12/2016,Diciembre,Metropolitana,No value,No value,Incendio forestal,1080-B,26/12/2016,1,No value
JVB,Técnico,1070-D,26/12/2016,Diciembre,Valparaíso,No value,No value,Incendio forestal,1070-E,27/12/2016,1,No value
VMT,Técnico,1108,31/12/2016,Diciembre,Metropolitana,No value,No value,Incendio forestal,1108-A,31/12/2016,1,No value
